-464191	-143432
-464190	-143431
-464189	-16729
-464182	-143428
-464176	-143428
-463911	-143362
-463908	-143360
-463817	-97636
-463747	-143310
-463746	-143309
-463745	-143308
-463406	-143230
-463405	-143229
-463404	-143228
-463146	-97636
-463145	-120181
-463145	-120180
-463106	-95526
-463105	-120181
-463105	-120180
-463022	-143163
-462864	-143084
-462863	-42719
-462862	-98014
-462759	-10176
-462335	-53177
-462074	-17832
-462068	-142910
-462067	-103230
-461726	-9019
-461561	-115525
-461321	-79738
-461320	-85567
-460983	-19976
-460983	-9764
-460807	-19976
-460807	-9764
-460721	-19976
-460721	-9764
-460460	-32047
-459932	-97299
-459925	-97299
-459860	-106371
-459859	-106371
-459674	-142385
-459232	-18629
-459109	-14113
-459022	-90016
-458980	-53226
-458979	-52827
-458978	-142277
-458977	-142276
-458976	-142275
-458975	-52400
-458974	-71521
-458948	-16961
-458895	-142265
-458895	-142264
-458894	-142263
-458847	-142254
-458842	-112453
-458735	-19963
-458733	-116477
-458704	-142222
-458689	-2347
-458669	-36651
-458544	-14704
-458538	-142182
-458533	-140236
-458529	-142179
-458527	-142178
-458224	-141192
-458187	-73196
-458143	-141603
-457904	-142049
-457777	-114165
-457759	-90016
-457585	-141995
-457584	-21707
-457385	-10176
-457384	-141948
-457375	-141946
-457348	-5056
-457144	-141915
-456718	-141829
-456716	-141827
-456715	-25150
-456275	-141715
-456078	-67852
-456077	-7672
-455963	-10436
-455927	-141619
-455874	-141603
-455873	-123024
-455805	-105125
-455804	-105125
-455803	-105125
-455802	-105125
-455801	-105125
-455733	-103645
-455483	-6656
-455482	-6656
-455328	-1017
-455243	-141443
-454449	-6656
-454448	-141229
-454403	-115467
-454402	-88549
-454401	-141196
-454401	-141195
-454401	-141194
-454401	-141193
-454400	-141192
-454399	-53179
-454398	-53178
-454397	-25415
-454396	-141191
-454395	-141190
-454395	-141189
-454395	-141188
-454395	-74877
-454394	-141187
-454394	-141186
-454377	-115467
-454376	-115467
-454369	-141173
-454368	-141172
-454368	-141171
-454368	-141170
-454368	-141169
-454367	-141168
-454366	-103067
-454075	-113985
-454074	-141095
-454073	-141095
-454072	-74764
-454011	-25826
-453114	-140820
-451962	-76216
-451914	-76216
-451913	-140595
-451912	-6881
-451907	-44816
-451882	-140589
-451551	-81838
-451484	-32047
-451367	-10929
-451169	-92067
-451168	-6121
-451167	-6121
-451131	-140441
-450519	-2135
-450518	-1842
-450254	-43148
-450158	-140236
-450157	-140236
-450156	-92067
-450155	-140235
-450140	-122941
-450111	-32029
-450093	-140226
-450091	-112473
-450086	-68939
-449709	-12921
-449597	-11373
-449596	-11373
-449516	-140134
-449056	-33890
-449004	-9765
-448111	-1754
-447348	-72241
-447316	-120796
-446537	-88515
-446319	-120806
-446272	-81488
-446025	-120803
-445936	-2218
-445935	-2218
-445187	-9019
-444149	-2193
-444120	-3091
-443873	-23263
-443872	-23263
-443438	-62843
-443048	-44903
-442576	-3576
-442574	-71521
-442573	-71521
-442507	-10430
-442474	-2347
-442339	-2347
-442177	-31662
-442109	-72325
-442108	-25043
-441827	-78255
-441169	-138952
-441025	-138919
-441024	-138918
-440982	-47927
-440845	-86786
-440790	-138873
-440788	-138852
-440674	-138852
-440673	-138852
-440672	-138852
-440671	-138852
-440328	-138797
-440327	-138797
-440326	-138797
-440325	-138796
-439668	-81868
-437611	-9765
-437610	-9765
-437609	-9765
-437450	-120797
-437449	-4608
-437448	-4608
-437447	-4608
-437446	-4608
-436387	-22178
-436379	-22178
-436321	-138470
-435965	-120801
-435964	-120801
-435963	-120801
-435962	-120801
-435961	-120801
-435920	-36386
-435674	-138418
-435673	-138417
-434814	-63785
-434500	-75332
-434408	-116989
-434407	-116989
-433194	-138210
-432931	-25415
-432929	-1637
-432906	-5499
-432774	-115183
-432755	-138063
-432755	-138062
-432755	-112453
-432755	-95084
-432755	-46101
-432755	-33395
-432755	-32533
-432755	-10436
-432755	-10430
-432755	-2207
-432677	-44489
-432665	-138025
-432486	-79295
-432247	-110961
-432237	-137907
-432080	-137850
-432079	-137849
-432079	-137848
-432071	-80107
-432056	-128023
-432053	-137842
-431978	-137832
-431977	-137831
-431977	-34839
-431975	-112453
-431974	-137830
-431431	-31723
-431429	-31723
-431148	-7491
-431102	-137579
-431020	-6315
-431019	-36956
-430713	-4579
-430451	-17172
-430436	-17172
-430250	-137345
-429737	-137171
-429720	-69276
-429716	-69276
-429680	-69276
-429678	-69276
-429674	-69276
-429605	-69276
-429604	-69276
-429600	-69276
-429598	-69276
-429596	-69276
-429595	-69276
-429593	-69276
-429444	-137096
-429291	-7146
-429290	-7146
-429289	-7146
-429288	-7146
-429286	-7146
-429285	-28677
-428564	-136860
-428564	-136859
-428563	-136860
-428563	-136859
-428562	-136860
-428562	-136859
-428528	-136848
-428528	-136847
-428528	-65163
-428528	-5472
-428520	-8133
-428407	-8130
-428209	-136769
-428180	-136758
-428167	-53177
-428070	-73260
-428043	-136747
-428022	-136744
-427380	-73669
-427314	-136661
-427312	-136661
-427309	-136661
-427296	-136661
-427295	-136661
-427294	-136661
-427293	-136661
-426455	-136561
-426230	-40149
-426185	-136530
-426184	-136530
-425922	-106620
-425640	-15781
-424926	-15661
-424570	-79298
-424558	-3091
-424439	-102663
-424438	-102663
-424437	-102663
-424436	-102663
-424435	-102663
-424434	-102663
-424433	-102663
-424432	-102663
-424431	-102663
-424430	-102663
-424429	-102663
-424428	-102663
-424427	-102663
-424426	-102663
-424425	-102663
-424424	-102663
-424422	-106293
-423710	-96465
-423606	-136213
-423575	-36956
-423574	-5118
-423485	-102572
-423484	-100958
-423384	-136167
-423383	-136167
-423375	-53180
-423374	-136167
-423362	-136162
-423274	-21415
-423273	-136124
-423146	-8133
-423136	-136091
-423135	-10844
-423048	-136067
-423047	-36847
-423019	-136061
-423017	-8133
-422788	-62034
-422767	-96252
-422767	-20129
-422766	-5118
-422626	-135966
-422290	-2347
-422278	-38337
-422203	-32029
-422200	-32029
-422024	-8696
-422006	-135847
-422004	-38873
-421989	-135846
-421943	-89657
-421941	-89657
-421939	-106337
-421906	-135827
-421843	-49965
-421735	-72136
-421666	-4608
-421550	-135713
-421549	-135712
-421519	-98467
-421227	-135624
-421014	-38496
-420558	-30738
-420463	-24202
-420331	-135447
-420324	-135440
-420216	-135396
-420216	-135395
-420216	-135394
-420216	-135393
-420216	-106645
-420216	-33877
-420201	-135390
-420095	-12345
-420069	-1035
-420068	-99349
-420059	-50859
-419974	-3285
-419957	-4608
-419780	-135263
-419341	-89976
-419080	-135156
-419080	-135155
-419056	-126841
-419055	-111421
-419054	-111421
-419053	-111421
-419051	-111421
-419050	-111421
-418807	-23276
-418791	-135092
-418790	-23276
-418780	-24202
-418724	-24555
-418535	-41791
-418415	-135029
-418414	-42816
-418414	-42810
-418357	-12359
-418356	-12359
-418355	-12359
-418354	-135018
-418354	-33477
-418353	-42816
-418353	-42810
-418341	-4039
-418340	-4039
-418339	-4039
-418338	-4039
-418298	-135012
-418223	-135004
-418223	-135003
-418222	-135002
-418222	-135001
-418044	-25090
-418040	-25090
-418039	-25090
-418038	-25090
-418037	-25090
-418036	-25090
-418035	-25090
-418034	-25090
-417927	-35253
-417926	-120826
-417925	-11803
-417924	-2423
-417923	-134953
-417923	-134952
-417922	-18735
-417861	-134942
-417140	-32211
-417033	-106642
-416897	-3057
-416892	-3057
-416557	-134700
-416556	-134699
-416396	-118968
-416387	-25826
-416275	-134662
-416193	-134642
-416193	-134641
-416193	-134640
-416193	-134639
-416193	-134638
-416193	-134637
-416193	-134636
-416193	-134635
-416193	-98336
-416193	-74876
-416193	-74869
-416192	-134634
-416124	-95395
-416032	-134589
-416032	-134588
-416032	-134587
-416032	-134586
-416032	-134585
-416032	-134584
-416032	-134583
-416032	-134582
-416032	-134581
-416032	-134580
-416032	-134579
-416032	-134578
-416012	-16314
-416011	-16314
-415890	-95395
-415824	-53178
-415768	-134514
-415768	-134513
-415768	-134512
-415768	-134511
-415768	-134510
-415768	-134509
-415768	-134508
-415768	-134507
-415768	-134506
-415708	-134514
-415708	-134513
-415708	-134512
-415708	-134511
-415708	-134510
-415708	-134509
-415708	-134508
-415708	-134507
-415708	-134506
-415707	-134505
-415706	-134504
-415487	-120802
-415486	-120802
-415443	-10436
-415201	-74874
-415198	-134379
-415179	-134372
-415178	-134371
-415170	-134369
-415168	-134367
-415160	-26200
-415102	-134351
-415101	-108967
-415100	-134350
-415099	-134349
-415098	-122631
-415055	-88678
-415054	-134337
-415053	-114165
-415050	-134335
-414974	-134314
-414968	-134312
-414967	-134311
-414812	-134292
-414773	-86801
-414770	-25090
-414546	-120853
-414473	-25092
-414472	-25092
-414471	-25092
-414375	-35663
-414355	-21202
-414270	-17172
-414269	-17172
-414268	-17172
-414267	-17172
-414040	-134070
-414039	-76216
-414038	-76216
-414037	-134072
-414030	-134070
-414029	-134070
-413997	-133041
-413665	-133939
-413525	-133912
-413524	-2347
-413515	-2347
-412422	-53176
-412254	-133515
-412168	-133487
-412068	-38337
-411680	-7537
-411443	-133303
-411443	-133302
-411429	-33901
-411416	-133297
-411415	-47398
-411414	-9253
-411413	-133296
-411412	-133295
-411411	-12390
-411411	-12389
-411410	-133294
-411410	-133293
-411282	-133245
-411224	-133224
-410784	-26218
-410742	-25150
-410678	-71346
-410424	-133041
-410416	-133037
-410345	-42049
-410197	-132944
-410164	-132944
-410146	-132936
-410146	-132935
-410146	-132934
-410146	-132933
-410146	-132932
-410146	-132931
-410146	-132930
-410146	-132929
-409499	-26126
-409036	-25415
-408961	-132331
-408831	-48756
-408655	-132522
-408462	-132331
-408412	-2147
-408397	-2147
-408348	-132432
-408342	-132331
-408212	-131127
-408019	-132353
-407902	-132331
-407434	-1348
-407427	-1348
-407213	-132188
-407212	-132188
-407211	-132188
-407210	-132188
-407209	-132188
-407208	-132188
-407207	-132188
-407206	-132188
-407205	-132188
-407204	-132188
-407203	-132188
-407202	-132188
-406974	-22676
-406962	-132114
-406809	-8130
-406793	-131127
-406732	-132064
-406730	-132064
-406688	-2135
-406394	-2573
-406131	-112453
-405943	-10434
-405774	-84089
-405306	-21415
-405230	-21415
-405078	-1348
-404224	-35571
-404200	-35571
-404199	-35571
-404182	-35571
-404181	-35571
-404131	-3512
-404113	-131587
-403529	-71401
-403110	-90925
-403109	-116945
-402844	-22755
-402844	-22754
-402832	-40484
-402683	-11780
-402135	-44903
-402069	-104705
-402067	-10436
-401909	-44903
-401908	-44903
-401772	-131252
-401589	-131198
-401554	-27081
-401479	-131179
-401232	-131127
-401113	-131066
-401058	-131037
-400829	-130918
-400824	-130924
-400822	-130922
-400822	-130921
-400821	-68931
-400811	-130918
-400752	-87135
-400737	-43823
-400737	-38246
-400736	-43823
-400736	-38246
-400721	-43823
-400721	-38246
-400487	-94503
-400487	-417
-400471	-11120
-400266	-130733
-400260	-22393
-400259	-22393
-400258	-102516
-400257	-130730
-400198	-1028
-400189	-1028
-400188	-1028
-400187	-1028
-400186	-1028
-400184	-1028
-400183	-1028
-400182	-1028
-400180	-1028
-400179	-1028
-400106	-16012
-400029	-76216
-400028	-45975
-399735	-2347
-399733	-17172
-399655	-130584
-399654	-130583
-399372	-20170
-399246	-20170
-399226	-130447
-399181	-20907
-399126	-20907
-399125	-20907
-399124	-130412
-398857	-2347
-398791	-36365
-398694	-2359
-398081	-12414
-397902	-614
-397680	-48775
-397502	-129998
-397501	-129998
-397500	-129998
-397499	-129998
-397498	-129998
-397497	-129998
-397494	-129998
-397491	-129998
-397489	-129998
-397488	-129998
-397335	-17469
-397085	-111525
-397083	-122953
-396933	-35762
-396776	-19479
-396775	-19479
-396774	-19479
-396773	-19479
-396772	-16373
-396553	-129770
-396369	-58648
-396327	-129711
-396081	-129406
-396081	-34759
-395802	-34264
-395801	-51769
-395734	-129560
-395592	-114373
-395444	-44963
-395430	-129406
-395430	-34759
-395429	-129406
-395429	-34759
-395362	-41095
-395236	-129406
-395236	-34759
-395155	-129406
-395155	-34759
-395069	-129396
-395036	-129230
-395036	-129229
-394992	-44327
-394992	-44326
-394868	-129321
-394800	-64646
-394799	-64646
-394798	-64646
-394797	-64646
-394796	-64646
-394795	-64646
-394794	-64646
-394793	-64646
-394792	-119805
-394792	-64646
-394581	-33395
-394577	-129233
-394555	-129230
-394555	-129229
-394328	-94241
-394245	-94242
-393740	-8613
-393627	0
-393450	-65085
-393413	0
-393359	-8613
-393155	-62998
-393148	-2347
-393119	-128908
-393118	0
-393013	-128893
-393012	-128893
-393011	-128893
-392862	-11803
-392861	-39500
-392858	-45302
-392857	-3417
-392855	-3417
-392750	-128820
-392560	-128787
-392559	-128787
-391562	-128551
-391498	-8040
-391497	-1878
-391372	-126354
-391368	-128467
-391367	-128466
-391366	-88626
-391284	-126178
-391283	-126178
-391275	-1878
-391260	-7434
-391133	0
-391117	-81848
-391116	-100845
-391115	-128375
-391115	-128374
-391114	-38873
-391113	-89027
-390995	-128345
-390984	-128342
-390983	-97868
-390982	-128341
-390981	-128340
-390980	-128339
-390979	-128338
-390863	-128301
-390861	-128300
-390679	-128264
-390522	-128227
-390268	-128178
-390267	-128177
-390257	-18919
-390227	-50517
-390067	-27968
-389904	-7061
-389892	-14019
-389828	-128023
-389827	-7485
-389826	-128022
-389825	-128021
-389690	-43540
-389418	-127910
-389316	-127892
-389316	-26408
-389315	-127891
-389314	-46101
-389313	-127890
-389312	-127889
-389311	-112195
-389180	-127854
-389171	-127851
-388912	-127779
-388905	-127776
-388820	-20166
-388819	-50861
-388770	-127744
-388666	-81106
-388609	-16961
-388540	-52931
-388529	-127666
-388528	-127666
-388527	-127666
-388526	-127665
-388411	-52594
-388410	-127620
-388409	-127619
-388408	-10434
-388287	-127594
-388286	-127593
-388286	-127592
-388286	-127591
-388286	-127590
-388286	-127589
-388286	-127588
-388286	-127587
-388286	-127586
-388286	-127585
-388286	-127584
-388286	-68926
-388286	-4876
-388282	-127582
-388281	-74764
-388280	-10078
-388279	-10078
-388278	-127581
-388277	-127580
-388274	-53226
-388273	-127579
-388272	-127578
-388271	-50535
-388054	-20015
-388043	-40708
-387961	-127461
-387453	-39127
-387452	-39127
-387451	-39127
-387361	-21648
-387274	-72
-387176	-6880
-387152	-106754
-387152	-14113
-387150	-14113
-387046	-127226
-387045	-127226
-386471	-34759
-386471	-34758
-386402	-127070
-386377	-127063
-386373	-127059
